panel,group,rho,trial,model,clustering
smax,3,5.0,1,Sat-RSH,0.48605291005291007
smax,3,5.0,2,Sat-RSH,0.5136349206349206
smax,3,5.0,3,Sat-RSH,0.4911190476190476
smax,3,5.0,4,Sat-RSH,0.4809391534391534
smax,3,5.0,5,Sat-RSH,0.4836931216931217
smax,3,5.0,6,Sat-RSH,0.48501587301587296
smax,3,5.0,7,Sat-RSH,0.46055555555555555
smax,3,5.0,8,Sat-RSH,0.4641719576719577
smax,3,5.0,9,Sat-RSH,0.4874206349206349
smax,3,5.0,10,Sat-RSH,0.4573597883597883
smax,3,5.0,11,Sat-RSH,0.4698201058201058
smax,3,5.0,12,Sat-RSH,0.4522380952380953
smax,3,5.0,13,Sat-RSH,0.48548148148148146
smax,3,5.0,14,Sat-RSH,0.4948465608465608
smax,3,5.0,15,Sat-RSH,0.47357142857142853
smax,3,5.0,16,Sat-RSH,0.48903439153439154
smax,3,5.0,17,Sat-RSH,0.482010582010582
smax,3,5.0,18,Sat-RSH,0.4802936507936508
smax,3,5.0,19,Sat-RSH,0.47930687830687824
smax,3,5.0,20,Sat-RSH,0.4631746031746032
smax,3,5.0,21,Sat-RSH,0.5013333333333333
smax,3,5.0,22,Sat-RSH,0.5047592592592592
smax,3,5.0,23,Sat-RSH,0.48367989417989415
smax,3,5.0,24,Sat-RSH,0.47554761904761905
smax,3,5.0,25,Sat-RSH,0.49626455026455024
smax,3,5.0,26,Sat-RSH,0.44932275132275135
smax,3,5.0,27,Sat-RSH,0.48936507936507934
smax,3,5.0,28,Sat-RSH,0.4812989417989417
smax,3,5.0,29,Sat-RSH,0.4672698412698413
smax,4,1.0,0,Sat-RSH,0.5146428571428572
smax,4,1.0,1,Sat-RSH,0.5750555555555557
smax,4,1.0,2,Sat-RSH,0.5261587301587302
smax,4,1.0,3,Sat-RSH,0.5551746031746032
smax,4,1.0,4,Sat-RSH,0.5628809523809524
smax,4,1.0,5,Sat-RSH,0.5851746031746032
smax,4,1.0,6,Sat-RSH,0.6424365079365079
smax,4,1.0,7,Sat-RSH,0.5773121693121693
smax,4,1.0,8,Sat-RSH,0.5528730158730158
smax,4,1.0,9,Sat-RSH,0.6221587301587302
smax,4,1.0,10,Sat-RSH,0.5876904761904762
smax,4,1.0,11,Sat-RSH,0.5682460317460318
smax,4,1.0,12,Sat-RSH,0.5981666666666666
smax,4,1.0,13,Sat-RSH,0.6187142857142857
smax,4,1.0,14,Sat-RSH,0.609952380952381
smax,4,1.0,15,Sat-RSH,0.6003492063492064
smax,4,1.0,16,Sat-RSH,0.5711031746031746
smax,4,1.0,17,Sat-RSH,0.5599285714285714
smax,4,1.0,18,Sat-RSH,0.5767010582010582
smax,4,1.0,19,Sat-RSH,0.5412592592592592
smax,4,1.0,20,Sat-RSH,0.5630000000000001
smax,4,1.0,21,Sat-RSH,0.5850899470899471
smax,4,1.0,22,Sat-RSH,0.5423994708994709
smax,4,1.0,23,Sat-RSH,0.600452380952381
smax,4,1.0,24,Sat-RSH,0.5778730158730159
smax,4,1.0,25,Sat-RSH,0.5669444444444445
smax,4,1.0,26,Sat-RSH,0.5842380952380952
smax,4,1.0,27,Sat-RSH,0.5883650793650794
smax,4,1.0,28,Sat-RSH,0.5765873015873016
smax,4,1.0,29,Sat-RSH,0.620989417989418
smax,4,1.5,0,Sat-RSH,0.5794915824915825
smax,4,1.5,1,Sat-RSH,0.5926693121693122
smax,4,1.5,2,Sat-RSH,0.5683994708994708
smax,4,1.5,3,Sat-RSH,0.572047619047619
smax,4,1.5,4,Sat-RSH,0.5629523809523809
smax,4,1.5,5,Sat-RSH,0.5803280423280422
smax,4,1.5,6,Sat-RSH,0.6294920634920635
smax,4,1.5,7,Sat-RSH,0.5919603174603174
smax,4,1.5,8,Sat-RSH,0.5928492063492063
smax,4,1.5,9,Sat-RSH,0.5997063492063492
smax,4,1.5,10,Sat-RSH,0.575968253968254
smax,4,1.5,11,Sat-RSH,0.6244232804232804
smax,4,1.5,12,Sat-RSH,0.5591724386724386
smax,4,1.5,13,Sat-RSH,0.5924444444444444
smax,4,1.5,14,Sat-RSH,0.5951666666666667
smax,4,1.5,15,Sat-RSH,0.617994708994709
smax,4,1.5,16,Sat-RSH,0.5994444444444444
smax,4,1.5,17,Sat-RSH,0.5886507936507936
smax,4,1.5,18,Sat-RSH,0.596378306878307
smax,4,1.5,19,Sat-RSH,0.5662460317460317
smax,4,1.5,20,Sat-RSH,0.5851031746031746
smax,4,1.5,21,Sat-RSH,0.5955529100529101
smax,4,1.5,22,Sat-RSH,0.5582142857142858
smax,4,1.5,23,Sat-RSH,0.5744973544973545
smax,4,1.5,24,Sat-RSH,0.5948439153439153
smax,4,1.5,25,Sat-RSH,0.5753015873015873
smax,4,1.5,26,Sat-RSH,0.5609338624338623
smax,4,1.5,27,Sat-RSH,0.5712380952380952
smax,4,1.5,28,Sat-RSH,0.6002857142857143
smax,4,1.5,29,Sat-RSH,0.6098412698412699
smax,4,2.0,0,Sat-RSH,0.5726053391053392
smax,4,2.0,1,Sat-RSH,0.587031746031746
smax,4,2.0,2,Sat-RSH,0.6022710437710437
smax,4,2.0,3,Sat-RSH,0.579478835978836
smax,4,2.0,4,Sat-RSH,0.5803227513227514
smax,4,2.0,5,Sat-RSH,0.5734656084656085
smax,4,2.0,6,Sat-RSH,0.5667619047619048
smax,4,2.0,7,Sat-RSH,0.6032380952380952
smax,4,2.0,8,Sat-RSH,0.5761428571428571
smax,4,2.0,9,Sat-RSH,0.5639571909571909
smax,4,2.0,10,Sat-RSH,0.5947777777777777
smax,4,2.0,11,Sat-RSH,0.5680820105820106
smax,4,2.0,12,Sat-RSH,0.5662542087542087
smax,4,2.0,13,Sat-RSH,0.5748783068783069
smax,4,2.0,14,Sat-RSH,0.5998253968253968
smax,4,2.0,15,Sat-RSH,0.573989417989418
smax,4,2.0,16,Sat-RSH,0.5996137566137566
smax,4,2.0,17,Sat-RSH,0.5874920634920635
smax,4,2.0,18,Sat-RSH,0.5397936507936507
smax,4,2.0,19,Sat-RSH,0.581984126984127
smax,4,2.0,20,Sat-RSH,0.593121693121693
smax,4,2.0,21,Sat-RSH,0.5940687830687831
smax,4,2.0,22,Sat-RSH,0.6060937950937951
smax,4,2.0,23,Sat-RSH,0.5890132275132275
smax,4,2.0,24,Sat-RSH,0.5636305916305916
smax,4,2.0,25,Sat-RSH,0.5963463203463203
smax,4,2.0,26,Sat-RSH,0.5720627705627706
smax,4,2.0,27,Sat-RSH,0.5855105820105819
smax,4,2.0,28,Sat-RSH,0.5917315832315833
smax,4,2.0,29,Sat-RSH,0.6008970658970658
smax,4,2.5,0,Sat-RSH,0.5394891774891775
smax,4,2.5,1,Sat-RSH,0.5655464165464165
smax,4,2.5,2,Sat-RSH,0.5526534391534392
smax,4,2.5,3,Sat-RSH,0.5757864357864357
smax,4,2.5,4,Sat-RSH,0.5756666666666667
smax,4,2.5,5,Sat-RSH,0.587960076960077
smax,4,2.5,6,Sat-RSH,0.5653015873015873
smax,4,2.5,7,Sat-RSH,0.5587830687830688
smax,4,2.5,8,Sat-RSH,0.5855449735449736
smax,4,2.5,9,Sat-RSH,0.5651293891293891
smax,4,2.5,10,Sat-RSH,0.5561257816257816
smax,4,2.5,11,Sat-RSH,0.5783600288600289
smax,4,2.5,12,Sat-RSH,0.5730978835978836
smax,4,2.5,13,Sat-RSH,0.5767301587301588
smax,4,2.5,14,Sat-RSH,0.5860502645502645
smax,4,2.5,15,Sat-RSH,0.5773756613756614
smax,4,2.5,16,Sat-RSH,0.5668439153439153
smax,4,2.5,17,Sat-RSH,0.5845430495430496
smax,4,2.5,18,Sat-RSH,0.5796707551707552
smax,4,2.5,19,Sat-RSH,0.5915449735449735
smax,4,2.5,20,Sat-RSH,0.5923333333333333
smax,4,2.5,21,Sat-RSH,0.5847190957190956
smax,4,2.5,22,Sat-RSH,0.5687883597883598
smax,4,2.5,23,Sat-RSH,0.5704377104377104
smax,4,2.5,24,Sat-RSH,0.5517354497354496
smax,4,2.5,25,Sat-RSH,0.5593306878306878
smax,4,2.5,26,Sat-RSH,0.5803809523809523
smax,4,2.5,27,Sat-RSH,0.5423078403078403
smax,4,2.5,28,Sat-RSH,0.5517222222222222
smax,4,2.5,29,Sat-RSH,0.5564959114959115
smax,4,3.0,0,Sat-RSH,0.5436455026455026
smax,4,3.0,1,Sat-RSH,0.5658042328042328
smax,4,3.0,2,Sat-RSH,0.5408571428571429
smax,4,3.0,3,Sat-RSH,0.5634790764790765
smax,4,3.0,4,Sat-RSH,0.5561565656565657
smax,4,3.0,5,Sat-RSH,0.5793174603174603
smax,4,3.0,6,Sat-RSH,0.5492804232804233
smax,4,3.0,7,Sat-RSH,0.5496200096200096
smax,4,3.0,8,Sat-RSH,0.5504086099086098
smax,4,3.0,9,Sat-RSH,0.5652943722943723
smax,4,3.0,10,Sat-RSH,0.5531190476190476
smax,4,3.0,11,Sat-RSH,0.5412984607984608
smax,4,3.0,12,Sat-RSH,0.5538222703222704
smax,4,3.0,13,Sat-RSH,0.5330603655603656
smax,4,3.0,14,Sat-RSH,0.585045695045695
smax,4,3.0,15,Sat-RSH,0.5419810004810005
smax,4,3.0,16,Sat-RSH,0.5577354497354498
smax,4,3.0,17,Sat-RSH,0.5899357864357865
smax,4,3.0,18,Sat-RSH,0.5725779220779221
smax,4,3.0,19,Sat-RSH,0.5501005291005291
smax,4,3.0,20,Sat-RSH,0.550599567099567
smax,4,3.0,21,Sat-RSH,0.5490052910052909
smax,4,3.0,22,Sat-RSH,0.5538391053391053
smax,4,3.0,23,Sat-RSH,0.5578703703703703
smax,4,3.0,24,Sat-RSH,0.5380079365079365
smax,4,3.0,25,Sat-RSH,0.5702804232804233
smax,4,3.0,26,Sat-RSH,0.562063492063492
smax,4,3.0,27,Sat-RSH,0.541082251082251
smax,4,3.0,28,Sat-RSH,0.5691560846560846
smax,4,3.0,29,Sat-RSH,0.5592671957671957
smax,4,3.5,0,Sat-RSH,0.5453316498316498
smax,4,3.5,1,Sat-RSH,0.5609939874939874
smax,4,3.5,2,Sat-RSH,0.5437671957671958
smax,4,3.5,3,Sat-RSH,0.5550803270803271
smax,4,3.5,4,Sat-RSH,0.5409651274651275
smax,4,3.5,5,Sat-RSH,0.5625334295334296
smax,4,3.5,6,Sat-RSH,0.5636142376142377
smax,4,3.5,7,Sat-RSH,0.5567652717652717
smax,4,3.5,8,Sat-RSH,0.5198253968253969
smax,4,3.5,9,Sat-RSH,0.5511984126984127
smax,4,3.5,10,Sat-RSH,0.5482539682539683
smax,4,3.5,11,Sat-RSH,0.5348961038961039
smax,4,3.5,12,Sat-RSH,0.5474078884078883
smax,4,3.5,13,Sat-RSH,0.5337794612794613
smax,4,3.5,14,Sat-RSH,0.529965848965849
smax,4,3.5,15,Sat-RSH,0.5407681577681578
smax,4,3.5,16,Sat-RSH,0.5516746031746032
smax,4,3.5,17,Sat-RSH,0.5507222222222222
smax,4,3.5,18,Sat-RSH,0.5545170755170755
smax,4,3.5,19,Sat-RSH,0.5357777777777777
smax,4,3.5,20,Sat-RSH,0.5473888888888889
smax,4,3.5,21,Sat-RSH,0.5432354497354498
smax,4,3.5,22,Sat-RSH,0.5557513227513227
smax,4,3.5,23,Sat-RSH,0.5457359307359307
smax,4,3.5,24,Sat-RSH,0.5274646464646465
smax,4,3.5,25,Sat-RSH,0.5584232804232805
smax,4,3.5,26,Sat-RSH,0.5676931216931217
smax,4,3.5,27,Sat-RSH,0.557048581048581
smax,4,3.5,28,Sat-RSH,0.5147640692640693
smax,4,3.5,29,Sat-RSH,0.5541067821067821
smax,4,4.0,0,Sat-RSH,0.5744071669071669
smax,4,4.0,1,Sat-RSH,0.5393415103415103
smax,4,4.0,2,Sat-RSH,0.5619937469937469
smax,4,4.0,3,Sat-RSH,0.5718042328042328
smax,4,4.0,4,Sat-RSH,0.5552037037037036
smax,4,4.0,5,Sat-RSH,0.534532708032708
smax,4,4.0,6,Sat-RSH,0.532039923039923
smax,4,4.0,7,Sat-RSH,0.5395478595478596
smax,4,4.0,8,Sat-RSH,0.5597380952380953
smax,4,4.0,9,Sat-RSH,0.5374454064454064
smax,4,4.0,10,Sat-RSH,0.5395596440596441
smax,4,4.0,11,Sat-RSH,0.5656094276094276
smax,4,4.0,12,Sat-RSH,0.5775873015873015
smax,4,4.0,13,Sat-RSH,0.5184295334295335
smax,4,4.0,14,Sat-RSH,0.5497592592592593
smax,4,4.0,15,Sat-RSH,0.531520202020202
smax,4,4.0,16,Sat-RSH,0.5590473785473785
smax,4,4.0,17,Sat-RSH,0.5615452140452141
smax,4,4.0,18,Sat-RSH,0.5473912938912938
smax,4,4.0,19,Sat-RSH,0.5265002405002405
smax,4,4.0,20,Sat-RSH,0.5279437229437229
smax,4,4.0,21,Sat-RSH,0.5383821548821549
smax,4,4.0,22,Sat-RSH,0.5241560846560847
smax,4,4.0,23,Sat-RSH,0.5708080808080809
smax,4,4.0,24,Sat-RSH,0.5546669071669071
smax,4,4.0,25,Sat-RSH,0.5638451178451178
smax,4,4.0,26,Sat-RSH,0.5376467051467051
smax,4,4.0,27,Sat-RSH,0.5477419432419433
smax,4,4.0,28,Sat-RSH,0.5439646464646465
smax,4,4.0,29,Sat-RSH,0.5654232804232804
smax,4,4.5,0,Sat-RSH,0.5404492544492544
smax,4,4.5,1,Sat-RSH,0.5302426647426647
smax,4,4.5,2,Sat-RSH,0.5433205868205868
smax,4,4.5,3,Sat-RSH,0.5361565656565657
smax,4,4.5,4,Sat-RSH,0.5331053391053391
smax,4,4.5,5,Sat-RSH,0.534519721019721
smax,4,4.5,6,Sat-RSH,0.5381375661375661
smax,4,4.5,7,Sat-RSH,0.5238768638768638
smax,4,4.5,8,Sat-RSH,0.5209256854256854
smax,4,4.5,9,Sat-RSH,0.5226022126022126
smax,4,4.5,10,Sat-RSH,0.5291758056758057
smax,4,4.5,11,Sat-RSH,0.5462898027898028
smax,4,4.5,12,Sat-RSH,0.5478100048100049
smax,4,4.5,13,Sat-RSH,0.5471168831168831
smax,4,4.5,14,Sat-RSH,0.5215459355459355
smax,4,4.5,15,Sat-RSH,0.5339535834535835
smax,4,4.5,16,Sat-RSH,0.5321399711399711
smax,4,4.5,17,Sat-RSH,0.5501851851851851
smax,4,4.5,18,Sat-RSH,0.5298949013949014
smax,4,4.5,19,Sat-RSH,0.5422558922558922
smax,4,4.5,20,Sat-RSH,0.5369100529100529
smax,4,4.5,21,Sat-RSH,0.5389042809042809
smax,4,4.5,22,Sat-RSH,0.5443386243386243
smax,4,4.5,23,Sat-RSH,0.5583119288119288
smax,4,4.5,24,Sat-RSH,0.5247686202686203
smax,4,4.5,25,Sat-RSH,0.5591565656565657
smax,4,4.5,26,Sat-RSH,0.5500622895622895
smax,4,4.5,27,Sat-RSH,0.5318785473785473
smax,4,4.5,28,Sat-RSH,0.5302193362193363
smax,4,4.5,29,Sat-RSH,0.5514307359307359
smax,4,5.0,0,Sat-RSH,0.549011544011544
smax,4,5.0,1,Sat-RSH,0.5428855218855219
smax,4,5.0,2,Sat-RSH,0.5486421356421356
smax,4,5.0,3,Sat-RSH,0.5361257816257816
smax,4,5.0,4,Sat-RSH,0.5349213564213564
smax,4,5.0,5,Sat-RSH,0.5387823472823473
smax,4,5.0,6,Sat-RSH,0.513486531986532
smax,4,5.0,7,Sat-RSH,0.5127074777074777
smax,4,5.0,8,Sat-RSH,0.5395430495430495
smax,4,5.0,9,Sat-RSH,0.5338968253968254
smax,4,5.0,10,Sat-RSH,0.5349090909090909
smax,4,5.0,11,Sat-RSH,0.550455266955267
smax,4,5.0,12,Sat-RSH,0.5519723424723424
smax,4,5.0,13,Sat-RSH,0.5387953342953343
smax,4,5.0,14,Sat-RSH,0.5398213083213083
smax,4,5.0,15,Sat-RSH,0.5417010582010582
smax,4,5.0,16,Sat-RSH,0.5180591630591631
smax,4,5.0,17,Sat-RSH,0.5136866281866282
smax,4,5.0,18,Sat-RSH,0.5570747955747956
smax,4,5.0,19,Sat-RSH,0.5180271765271766
smax,4,5.0,20,Sat-RSH,0.5221510341510341
smax,4,5.0,21,Sat-RSH,0.5606411736411736
smax,4,5.0,22,Sat-RSH,0.5417126022126022
smax,4,5.0,23,Sat-RSH,0.54803848003848
smax,4,5.0,24,Sat-RSH,0.5341748436748437
smax,4,5.0,25,Sat-RSH,0.550062049062049
smax,4,5.0,26,Sat-RSH,0.5464141414141414
smax,4,5.0,27,Sat-RSH,0.5283624338624339
smax,4,5.0,28,Sat-RSH,0.528433621933622
smax,4,5.0,29,Sat-RSH,0.5241450216450216
control,5,1.0,0,Sat-RSH,0.6373109668109668
control,5,1.0,0,Size-matched null,0.38812522118404474
control,5,1.0,1,Sat-RSH,0.6175291005291005
control,5,1.0,1,Size-matched null,0.43398860181213117
control,5,1.0,2,Sat-RSH,0.6388920153920153
control,5,1.0,2,Size-matched null,0.4350156116673145
control,5,1.0,3,Sat-RSH,0.6273201058201058
control,5,1.0,3,Size-matched null,0.42847862872708076
control,5,1.0,4,Sat-RSH,0.6390533170533171
control,5,1.0,4,Size-matched null,0.414001726143367
control,5,1.0,5,Sat-RSH,0.6474028379028379
control,5,1.0,5,Size-matched null,0.41786910498056007
control,5,1.0,6,Sat-RSH,0.6123227513227514
control,5,1.0,6,Size-matched null,0.419734263557793
control,5,1.0,7,Sat-RSH,0.5830396825396825
control,5,1.0,7,Size-matched null,0.4498602026628343
control,5,1.0,8,Sat-RSH,0.5884374699374699
control,5,1.0,8,Size-matched null,0.4096626437842281
control,5,1.0,9,Sat-RSH,0.6344550264550264
control,5,1.0,9,Size-matched null,0.40070832618820235
control,5,1.0,10,Sat-RSH,0.6260084175084175
control,5,1.0,10,Size-matched null,0.41468248472660235
control,5,1.0,11,Sat-RSH,0.5983205868205868
control,5,1.0,11,Size-matched null,0.42141734552570465
control,5,1.0,12,Sat-RSH,0.5698989898989899
control,5,1.0,12,Size-matched null,0.42254858001762025
control,5,1.0,13,Sat-RSH,0.6040502645502646
control,5,1.0,13,Size-matched null,0.4218075056751527
control,5,1.0,14,Sat-RSH,0.6322049062049062
control,5,1.0,14,Size-matched null,0.4193353949971597
control,5,1.0,15,Sat-RSH,0.6218941798941799
control,5,1.0,15,Size-matched null,0.4089837982508261
control,5,1.0,16,Sat-RSH,0.5902729677729678
control,5,1.0,16,Size-matched null,0.42683942473648356
control,5,1.0,17,Sat-RSH,0.6069427609427609
control,5,1.0,17,Size-matched null,0.41587931382343146
control,5,1.0,18,Sat-RSH,0.5799482924482925
control,5,1.0,18,Size-matched null,0.4362762071227208
control,5,1.0,19,Sat-RSH,0.6387169312169312
control,5,1.0,19,Size-matched null,0.43387813964501265
control,5,1.0,20,Sat-RSH,0.5955983645983646
control,5,1.0,20,Size-matched null,0.405617877564472
control,5,1.0,21,Sat-RSH,0.6258095238095238
control,5,1.0,21,Size-matched null,0.426986442121117
control,5,1.0,22,Sat-RSH,0.637458818958819
control,5,1.0,22,Size-matched null,0.41185051302974307
control,5,1.0,23,Sat-RSH,0.6624444444444444
control,5,1.0,23,Size-matched null,0.41791831047636
control,5,1.0,24,Sat-RSH,0.6223607503607503
control,5,1.0,24,Size-matched null,0.4247166621934424
control,5,1.0,25,Sat-RSH,0.664082732082732
control,5,1.0,25,Size-matched null,0.38460113384992234
control,5,1.0,26,Sat-RSH,0.6562210197210198
control,5,1.0,26,Size-matched null,0.4033428894184043
control,5,1.0,27,Sat-RSH,0.6161957671957672
control,5,1.0,27,Size-matched null,0.41326539507963655
control,5,1.0,28,Sat-RSH,0.6413304473304474
control,5,1.0,28,Size-matched null,0.40569172333302767
control,5,1.0,29,Sat-RSH,0.6088359788359788
control,5,1.0,29,Size-matched null,0.43004832116055025
control,5,1.5,0,Sat-RSH,0.604026455026455
control,5,1.5,0,Size-matched null,0.42503652053440044
control,5,1.5,1,Sat-RSH,0.6478547008547008
control,5,1.5,1,Size-matched null,0.335258774149499
control,5,1.5,2,Sat-RSH,0.6435933140933141
control,5,1.5,2,Size-matched null,0.3605792887745708
control,5,1.5,3,Sat-RSH,0.622540404040404
control,5,1.5,3,Size-matched null,0.36235073413223234
control,5,1.5,4,Sat-RSH,0.6435584415584416
control,5,1.5,4,Size-matched null,0.3810597063207105
control,5,1.5,5,Sat-RSH,0.6388095238095238
control,5,1.5,5,Size-matched null,0.3731633214918637
control,5,1.5,6,Sat-RSH,0.6353006253006253
control,5,1.5,6,Size-matched null,0.38009150925327395
control,5,1.5,7,Sat-RSH,0.6216892736892737
control,5,1.5,7,Size-matched null,0.3544520002690915
control,5,1.5,8,Sat-RSH,0.6549001924001924
control,5,1.5,8,Size-matched null,0.3945804355254483
control,5,1.5,9,Sat-RSH,0.6328947718947718
control,5,1.5,9,Size-matched null,0.3726505812790979
control,5,1.5,10,Sat-RSH,0.6638234728234728
control,5,1.5,10,Size-matched null,0.33046229970779034
control,5,1.5,11,Sat-RSH,0.6684871424871425
control,5,1.5,11,Size-matched null,0.3761451989503544
control,5,1.5,12,Sat-RSH,0.638507696007696
control,5,1.5,12,Size-matched null,0.35894839550054247
control,5,1.5,13,Sat-RSH,0.6308648388648389
control,5,1.5,13,Size-matched null,0.3577257187165306
control,5,1.5,14,Sat-RSH,0.6155257335257336
control,5,1.5,14,Size-matched null,0.36341709958408475
control,5,1.5,15,Sat-RSH,0.6461818181818182
control,5,1.5,15,Size-matched null,0.3957110786368425
control,5,1.5,16,Sat-RSH,0.6221565656565656
control,5,1.5,16,Size-matched null,0.3387099173080799
control,5,1.5,17,Sat-RSH,0.6605223665223665
control,5,1.5,17,Size-matched null,0.3675328740198844
control,5,1.5,18,Sat-RSH,0.6447734487734488
control,5,1.5,18,Size-matched null,0.3558998533946373
control,5,1.5,19,Sat-RSH,0.6232347282347283
control,5,1.5,19,Size-matched null,0.3630926960320755
control,5,1.5,20,Sat-RSH,0.643466551966552
control,5,1.5,20,Size-matched null,0.3377913319940107
control,5,1.5,21,Sat-RSH,0.6184911014911014
control,5,1.5,21,Size-matched null,0.34741275670805216
control,5,1.5,22,Sat-RSH,0.6447645502645503
control,5,1.5,22,Size-matched null,0.39880202133611997
control,5,1.5,23,Sat-RSH,0.6108703703703704
control,5,1.5,23,Size-matched null,0.34567047575398635
control,5,1.5,24,Sat-RSH,0.6428264513264513
control,5,1.5,24,Size-matched null,0.35717399500610564
control,5,1.5,25,Sat-RSH,0.6114249639249639
control,5,1.5,25,Size-matched null,0.3873206161069153
control,5,1.5,26,Sat-RSH,0.6170786435786436
control,5,1.5,26,Size-matched null,0.3376046731704413
control,5,1.5,27,Sat-RSH,0.5991659451659452
control,5,1.5,27,Size-matched null,0.3549387645270447
control,5,1.5,28,Sat-RSH,0.6303003848003847
control,5,1.5,28,Size-matched null,0.37893457613364734
control,5,1.5,29,Sat-RSH,0.6530990860990862
control,5,1.5,29,Size-matched null,0.3675030190071229
control,5,2.0,0,Sat-RSH,0.5964737854737855
control,5,2.0,0,Size-matched null,0.3324025470110817
control,5,2.0,1,Sat-RSH,0.5996972101972102
control,5,2.0,1,Size-matched null,0.3013203316310643
control,5,2.0,2,Sat-RSH,0.6169247234247234
control,5,2.0,2,Size-matched null,0.33433399536430225
control,5,2.0,3,Sat-RSH,0.597484200984201
control,5,2.0,3,Size-matched null,0.3049523576051866
control,5,2.0,4,Sat-RSH,0.6016551226551227
control,5,2.0,4,Size-matched null,0.30568290067846704
control,5,2.0,5,Sat-RSH,0.5824877344877345
control,5,2.0,5,Size-matched null,0.29804667782375416
control,5,2.0,6,Sat-RSH,0.6382020202020202
control,5,2.0,6,Size-matched null,0.3113314164825441
control,5,2.0,7,Sat-RSH,0.6142962962962963
control,5,2.0,7,Size-matched null,0.3004490743950507
control,5,2.0,8,Sat-RSH,0.6053155363155364
control,5,2.0,8,Size-matched null,0.28684114373501013
control,5,2.0,9,Sat-RSH,0.6142850297850299
control,5,2.0,9,Size-matched null,0.3177880312118542
control,5,2.0,10,Sat-RSH,0.5702522292522292
control,5,2.0,10,Size-matched null,0.2910090040066864
control,5,2.0,11,Sat-RSH,0.5840436415436415
control,5,2.0,11,Size-matched null,0.31172888665564075
control,5,2.0,12,Sat-RSH,0.5853343323343323
control,5,2.0,12,Size-matched null,0.3237913714621922
control,5,2.0,13,Sat-RSH,0.6101509601509602
control,5,2.0,13,Size-matched null,0.307053261749009
control,5,2.0,14,Sat-RSH,0.6178075998075998
control,5,2.0,14,Size-matched null,0.3058873129155609
control,5,2.0,15,Sat-RSH,0.5788285233285233
control,5,2.0,15,Size-matched null,0.28689082042571135
control,5,2.0,16,Sat-RSH,0.5899548784548785
control,5,2.0,16,Size-matched null,0.2779259404906213
control,5,2.0,17,Sat-RSH,0.6189747474747475
control,5,2.0,17,Size-matched null,0.29586317417785085
control,5,2.0,18,Sat-RSH,0.5755197210197209
control,5,2.0,18,Size-matched null,0.30847607883393807
control,5,2.0,19,Sat-RSH,0.6189669034669035
control,5,2.0,19,Size-matched null,0.30803469410228956
control,5,2.0,20,Sat-RSH,0.593512025012025
control,5,2.0,20,Size-matched null,0.3223559270266526
control,5,2.0,21,Sat-RSH,0.5991749916749917
control,5,2.0,21,Size-matched null,0.296315324797247
control,5,2.0,22,Sat-RSH,0.6266744366744367
control,5,2.0,22,Size-matched null,0.308878594844775
control,5,2.0,23,Sat-RSH,0.5916108706108706
control,5,2.0,23,Size-matched null,0.28998695491511706
control,5,2.0,24,Sat-RSH,0.6194316979316979
control,5,2.0,24,Size-matched null,0.31794031194373096
control,5,2.0,25,Sat-RSH,0.6027510822510823
control,5,2.0,25,Size-matched null,0.29465601578416895
control,5,2.0,26,Sat-RSH,0.6008379028379028
control,5,2.0,26,Size-matched null,0.3122614686948783
control,5,2.0,27,Sat-RSH,0.6243251563251564
control,5,2.0,27,Size-matched null,0.2983993244863195
control,5,2.0,28,Sat-RSH,0.5874417989417989
control,5,2.0,28,Size-matched null,0.28679686490802386
control,5,2.0,29,Sat-RSH,0.6003290598290598
control,5,2.0,29,Size-matched null,0.3311344531148229
control,5,2.5,0,Sat-RSH,0.5999960224960225
control,5,2.5,0,Size-matched null,0.26360217879526593
control,5,2.5,1,Sat-RSH,0.590015503015503
control,5,2.5,1,Size-matched null,0.26604221795199595
control,5,2.5,2,Sat-RSH,0.6218699078699078
control,5,2.5,2,Size-matched null,0.2771657345959033
control,5,2.5,3,Sat-RSH,0.6050516705516706
control,5,2.5,3,Size-matched null,0.2693245841078634
control,5,2.5,4,Sat-RSH,0.6024074074074074
control,5,2.5,4,Size-matched null,0.2637638688304345
control,5,2.5,5,Sat-RSH,0.6051223591223591
control,5,2.5,5,Size-matched null,0.2563490860822475
control,5,2.5,6,Sat-RSH,0.6259787064787065
control,5,2.5,6,Size-matched null,0.2645585658653516
control,5,2.5,7,Sat-RSH,0.6199862914862915
control,5,2.5,7,Size-matched null,0.27079663213976685
control,5,2.5,8,Sat-RSH,0.5880565175565176
control,5,2.5,8,Size-matched null,0.2732120638223597
control,5,2.5,9,Sat-RSH,0.5904580049580049
control,5,2.5,9,Size-matched null,0.2795405074162102
control,5,2.5,10,Sat-RSH,0.5893202353202353
control,5,2.5,10,Size-matched null,0.26441547463629667
control,5,2.5,11,Sat-RSH,0.5970050505050505
control,5,2.5,11,Size-matched null,0.2859441171522711
control,5,2.5,12,Sat-RSH,0.5979380434380434
control,5,2.5,12,Size-matched null,0.25990905438888084
control,5,2.5,13,Sat-RSH,0.6086059126059127
control,5,2.5,13,Size-matched null,0.26441418044814097
control,5,2.5,14,Sat-RSH,0.6030050505050505
control,5,2.5,14,Size-matched null,0.29941623325572597
control,5,2.5,15,Sat-RSH,0.6024622599622599
control,5,2.5,15,Size-matched null,0.26130131404940266
control,5,2.5,16,Sat-RSH,0.5743214748214749
